Age,Budget,Interet,Duree,Climat,Destination
57,3863,Nature,16,Chaud,Rio de Janeiro
20,4533,Culture,24,Froid,New York
31,4776,Plage,5,Froid,Sydney
51,2772,Aventure,13,Froid,Le Caire
30,1682,Aventure,22,Chaud,Sydney
68,3986,Aventure,15,Froid,Barcelone
64,3156,Aventure,22,Chaud,Tokyo
42,1526,Culture,27,Chaud,New York
52,2396,Plage,22,Froid,New York
36,4930,Culture,23,Tempéré,New York
45,796,Plage,15,Chaud,Rio de Janeiro
68,1668,Culture,28,Froid,Le Caire
61,1969,Nature,14,Chaud,Londres
63,533,Aventure,8,Tempéré,Londres
59,1864,Aventure,25,Tempéré,Londres
42,2652,Culture,29,Chaud,Barcelone
58,4218,Culture,12,Froid,Tokyo
52,1067,Ville,4,Froid,New York
19,2387,Plage,24,Tempéré,Le Caire
52,4783,Ville,10,Tempéré,Rio de Janeiro
58,2374,Aventure,7,Chaud,Rio de Janeiro
65,3816,Plage,5,Chaud,Londres
22,2192,Culture,9,Froid,Barcelone
38,3504,Aventure,11,Chaud,Barcelone
54,3218,Nature,18,Chaud,Londres
43,1768,Plage,17,Tempéré,New York
37,1532,Culture,22,Froid,Bali
21,2887,Ville,25,Chaud,Sydney
26,2586,Plage,20,Tempéré,Londres
51,4269,Culture,24,Froid,New York
24,4933,Aventure,22,Chaud,Londres
57,4189,Aventure,13,Tempéré,Paris
34,1575,Culture,22,Chaud,Barcelone
64,3564,Plage,16,Chaud,Rio de Janeiro
25,3681,Ville,17,Tempéré,New York
59,3362,Plage,20,Froid,Bali
64,4372,Plage,21,Chaud,Rio de Janeiro
24,4236,Aventure,16,Tempéré,Sydney
53,4353,Ville,6,Froid,Barcelone
61,917,Plage,5,Chaud,Londres
22,3690,Ville,29,Chaud,Paris
67,3277,Nature,4,Chaud,Rio de Janeiro
52,752,Ville,29,Froid,New York
46,2505,Ville,11,Chaud,Londres
27,1292,Plage,23,Chaud,Bali
34,1662,Ville,4,Froid,Rio de Janeiro
45,3650,Plage,5,Tempéré,New York
45,4347,Ville,24,Froid,Sydney
53,851,Culture,5,Tempéré,Barcelone
32,4990,Plage,20,Chaud,Bali
31,2833,Ville,14,Tempéré,Sydney
29,2752,Aventure,10,Froid,New York
31,1057,Aventure,11,Froid,Rome
26,4839,Plage,25,Froid,Tokyo
49,4857,Culture,12,Tempéré,Bali
25,1158,Ville,15,Tempéré,Paris
50,1272,Aventure,17,Chaud,Paris
22,4299,Culture,19,Chaud,Barcelone
55,2684,Culture,17,Chaud,Rio de Janeiro
32,2141,Nature,23,Tempéré,New York
22,1285,Nature,27,Tempéré,Bali
19,4548,Aventure,12,Froid,Le Caire
57,993,Plage,9,Tempéré,Tokyo
27,4123,Culture,10,Froid,Sydney
39,2015,Plage,14,Froid,Paris
37,3232,Culture,2,Tempéré,New York
23,4056,Ville,15,Tempéré,New York
37,2506,Aventure,5,Tempéré,Barcelone
26,4771,Nature,13,Froid,Rome
27,779,Ville,21,Froid,Paris
20,3487,Plage,8,Froid,Rome
58,1355,Aventure,16,Tempéré,Londres
63,873,Aventure,8,Froid,Rio de Janeiro
34,3062,Nature,16,Froid,New York
28,2737,Ville,18,Froid,Tokyo
42,4869,Ville,27,Tempéré,Barcelone
35,4615,Nature,5,Chaud,Barcelone
25,767,Nature,27,Froid,Le Caire
58,824,Plage,13,Chaud,Bali
30,2640,Nature,23,Tempéré,New York
52,4962,Plage,24,Froid,New York
28,889,Aventure,7,Chaud,Tokyo
26,516,Nature,29,Tempéré,Paris
59,4940,Culture,23,Tempéré,Le Caire
31,2592,Aventure,29,Tempéré,Tokyo
65,4403,Culture,12,Froid,Le Caire
29,1881,Culture,5,Froid,Barcelone
32,3497,Aventure,21,Tempéré,Bali
28,3841,Aventure,5,Froid,Paris
44,2964,Nature,24,Tempéré,Rio de Janeiro
64,2610,Plage,22,Froid,Bali
51,2580,Culture,6,Froid,Londres
61,4602,Plage,14,Froid,Bali
36,2543,Ville,2,Chaud,Le Caire
30,1393,Aventure,8,Froid,Londres
43,4568,Ville,11,Tempéré,Tokyo
54,2238,Nature,9,Tempéré,Bali
30,3792,Culture,6,Tempéré,New York
37,1873,Culture,24,Tempéré,Rio de Janeiro
37,3906,Ville,27,Chaud,Le Caire
58,751,Ville,7,Froid,Barcelone
52,1822,Nature,18,Chaud,Paris
45,3487,Culture,12,Chaud,Barcelone
25,3422,Culture,15,Tempéré,Paris
27,4343,Culture,13,Froid,Paris
55,2218,Ville,26,Tempéré,Rio de Janeiro
63,1952,Aventure,9,Chaud,Le Caire
54,4570,Ville,17,Froid,Barcelone
68,4810,Plage,3,Froid,Rome
41,3320,Culture,29,Froid,Sydney
43,4635,Culture,4,Tempéré,New York
62,3905,Plage,29,Tempéré,Tokyo
56,4062,Nature,16,Chaud,Le Caire
27,3660,Aventure,21,Froid,Londres
40,4925,Ville,4,Tempéré,Barcelone
28,655,Culture,9,Tempéré,Bali
35,1978,Culture,20,Tempéré,Bali
39,1281,Plage,7,Froid,Tokyo
25,3562,Ville,11,Chaud,Tokyo
35,3983,Ville,22,Tempéré,Tokyo
39,3459,Aventure,13,Tempéré,Sydney
50,3478,Culture,13,Chaud,Le Caire
20,638,Plage,10,Tempéré,Londres
36,885,Plage,24,Chaud,Sydney
27,4154,Aventure,7,Tempéré,Bali
45,1654,Nature,15,Tempéré,Tokyo
64,3321,Aventure,5,Chaud,Rio de Janeiro
46,1433,Ville,10,Chaud,Rio de Janeiro
28,3071,Ville,9,Chaud,Le Caire
42,2863,Aventure,5,Tempéré,Bali
48,2061,Culture,14,Froid,Paris
32,2156,Nature,6,Chaud,Barcelone
63,2663,Aventure,13,Chaud,Paris
61,641,Aventure,20,Chaud,Tokyo
47,2089,Plage,29,Chaud,Rio de Janeiro
63,1627,Ville,28,Froid,Londres
58,682,Culture,19,Chaud,New York
23,1326,Nature,27,Tempéré,Paris
23,2443,Ville,5,Tempéré,Le Caire
66,2313,Culture,21,Froid,Londres
59,3024,Plage,11,Tempéré,Tokyo
45,1062,Nature,9,Chaud,Tokyo
55,1876,Culture,19,Froid,New York
19,1045,Plage,16,Froid,Rio de Janeiro
27,4993,Culture,4,Froid,Rome
33,1431,Plage,16,Froid,New York
25,4101,Aventure,20,Chaud,Tokyo
67,4975,Aventure,4,Tempéré,Barcelone
56,2438,Culture,4,Chaud,Sydney
28,1415,Plage,17,Tempéré,Barcelone
30,851,Aventure,2,Chaud,Sydney
19,4862,Nature,23,Chaud,New York
26,1783,Nature,12,Tempéré,Rio de Janeiro
66,1801,Nature,2,Tempéré,Barcelone
48,4345,Plage,28,Tempéré,Rome
42,1102,Culture,23,Tempéré,Rome
21,1559,Ville,13,Chaud,Barcelone
69,2400,Culture,27,Chaud,Sydney
62,1543,Nature,23,Chaud,Tokyo
56,4286,Ville,19,Froid,Le Caire
49,4735,Plage,28,Tempéré,Tokyo
37,3111,Culture,9,Froid,Rome
43,4889,Aventure,29,Froid,Londres
64,2756,Plage,17,Froid,Le Caire
59,1258,Aventure,21,Chaud,Rome
50,2267,Culture,22,Tempéré,New York
55,1517,Culture,5,Chaud,Sydney
64,749,Plage,27,Chaud,Sydney
33,4950,Ville,17,Chaud,Bali
37,4963,Ville,19,Tempéré,Rio de Janeiro
32,3487,Plage,20,Chaud,New York
22,3251,Aventure,24,Froid,Tokyo
53,1235,Plage,28,Tempéré,Barcelone
54,1430,Culture,5,Froid,Sydney
54,1735,Culture,29,Froid,Bali
59,4974,Culture,15,Tempéré,Rio de Janeiro
33,876,Nature,23,Tempéré,New York
24,4723,Nature,9,Froid,Rome
63,4048,Aventure,29,Chaud,Rome
45,4059,Nature,18,Tempéré,Rio de Janeiro
48,4082,Culture,22,Froid,New York
26,1928,Culture,7,Tempéré,New York
61,2795,Aventure,7,Chaud,Rio de Janeiro
19,2082,Culture,6,Tempéré,Barcelone
37,993,Nature,2,Froid,Sydney
20,3368,Culture,10,Tempéré,Rio de Janeiro
21,728,Aventure,15,Chaud,Barcelone
23,1352,Ville,2,Tempéré,Rome
52,3492,Nature,13,Tempéré,Tokyo
35,2855,Aventure,20,Tempéré,Sydney
29,828,Ville,21,Froid,Le Caire
46,507,Ville,27,Tempéré,New York
19,2706,Aventure,8,Chaud,Londres
29,2645,Culture,11,Chaud,Paris
39,2080,Ville,17,Chaud,Rio de Janeiro
47,4433,Ville,22,Chaud,Bali
43,3119,Culture,3,Tempéré,Bali
53,3377,Culture,11,Chaud,Londres
58,2303,Nature,29,Chaud,Rio de Janeiro
43,728,Aventure,14,Tempéré,Bali
39,1539,Plage,17,Froid,New York
56,2039,Nature,10,Chaud,New York
50,4629,Plage,8,Froid,Le Caire
57,964,Nature,7,Tempéré,Paris
68,4466,Plage,6,Chaud,Barcelone
67,2687,Ville,18,Froid,Rome
34,3279,Nature,17,Chaud,Sydney
37,2782,Plage,12,Tempéré,Bali
37,3056,Plage,12,Froid,Sydney
31,4751,Aventure,21,Tempéré,Bali
35,4989,Culture,7,Froid,Barcelone
44,566,Ville,26,Froid,Sydney
24,4816,Nature,29,Chaud,Paris
39,523,Aventure,12,Froid,Barcelone
35,1049,Plage,3,Tempéré,Barcelone
68,4732,Ville,22,Tempéré,Tokyo
29,1282,Culture,8,Chaud,Rome
66,2009,Ville,4,Froid,Rome
30,2719,Culture,25,Chaud,Rome
19,1699,Culture,24,Chaud,Rome
67,4912,Aventure,19,Chaud,Rio de Janeiro
61,2107,Ville,6,Chaud,Paris
42,4818,Aventure,28,Chaud,Tokyo
21,3615,Plage,12,Chaud,New York
58,969,Plage,12,Froid,Sydney
33,1783,Plage,2,Froid,Paris
68,4532,Culture,11,Tempéré,Le Caire
35,3333,Culture,10,Tempéré,Londres
35,1443,Nature,18,Froid,Tokyo
44,3847,Aventure,15,Tempéré,New York
41,3681,Plage,7,Tempéré,Rio de Janeiro
34,1175,Culture,24,Chaud,Tokyo
38,1187,Ville,26,Chaud,Londres
23,4301,Nature,5,Tempéré,Le Caire
45,512,Culture,2,Froid,Rome
43,1075,Nature,6,Froid,Rome
69,3811,Ville,26,Froid,Bali
43,881,Aventure,26,Tempéré,Tokyo
42,4720,Culture,16,Froid,Tokyo
52,3411,Culture,5,Chaud,Tokyo
50,4676,Aventure,27,Froid,New York
28,2715,Culture,26,Tempéré,Sydney
30,4253,Culture,27,Chaud,New York
63,1415,Aventure,24,Froid,Londres
22,1154,Plage,24,Chaud,Bali
39,1684,Ville,20,Tempéré,Rio de Janeiro
52,3852,Ville,17,Froid,Tokyo
23,3133,Nature,25,Tempéré,Rome
26,2432,Culture,15,Tempéré,Le Caire
68,4408,Culture,27,Chaud,Sydney
56,2383,Aventure,20,Chaud,Bali
43,4070,Culture,7,Froid,Bali
61,2092,Culture,23,Tempéré,Sydney
64,992,Culture,22,Tempéré,Sydney
37,2685,Ville,22,Chaud,Le Caire
28,1241,Culture,4,Froid,New York
67,2633,Plage,28,Tempéré,Rio de Janeiro
34,2468,Nature,15,Froid,Tokyo
42,3660,Plage,9,Froid,Rio de Janeiro
66,4482,Plage,23,Tempéré,New York
60,3510,Aventure,3,Tempéré,New York
38,2616,Aventure,12,Tempéré,Rio de Janeiro
41,2451,Culture,8,Chaud,Rome
58,1979,Plage,24,Tempéré,Barcelone
32,1335,Ville,14,Tempéré,Rome
25,4974,Culture,26,Froid,New York
53,1445,Nature,13,Chaud,Barcelone
57,3820,Plage,8,Tempéré,Barcelone
67,4261,Culture,15,Chaud,New York
55,820,Ville,5,Chaud,Rio de Janeiro
47,3460,Plage,11,Chaud,Sydney
34,2190,Aventure,5,Tempéré,Tokyo
43,4048,Aventure,15,Chaud,Barcelone
26,4907,Ville,26,Froid,Le Caire
52,2291,Culture,28,Chaud,Bali
54,4565,Aventure,22,Froid,Barcelone
23,3001,Plage,23,Tempéré,New York
19,1692,Plage,29,Chaud,Le Caire
53,1471,Ville,25,Tempéré,Rio de Janeiro
69,2835,Ville,3,Froid,Le Caire
26,2562,Ville,23,Chaud,Bali
25,2731,Nature,23,Chaud,Rio de Janeiro
41,596,Nature,19,Tempéré,Londres
51,1146,Culture,26,Froid,Rio de Janeiro
64,1327,Nature,8,Tempéré,Londres
23,3658,Nature,5,Tempéré,Le Caire
20,1326,Plage,25,Tempéré,Bali
31,1579,Culture,23,Tempéré,Rio de Janeiro
51,3668,Nature,19,Tempéré,Rome
69,4509,Plage,10,Froid,Tokyo
49,2746,Nature,2,Chaud,Rio de Janeiro
44,3576,Culture,17,Chaud,Bali
46,1982,Ville,11,Tempéré,Tokyo
33,2943,Ville,2,Froid,New York
37,4821,Culture,27,Tempéré,Rome
40,3535,Plage,27,Froid,Bali
35,671,Plage,7,Chaud,Le Caire
36,3207,Aventure,5,Tempéré,Paris
57,863,Culture,4,Chaud,New York
40,4121,Ville,24,Tempéré,Le Caire
31,1987,Culture,5,Froid,Londres
26,3444,Ville,11,Tempéré,Rome
24,2223,Plage,25,Tempéré,Paris
67,1193,Aventure,23,Tempéré,Bali
32,3894,Nature,11,Froid,Paris
59,3832,Aventure,22,Froid,New York
55,1297,Culture,29,Tempéré,Paris
19,2709,Ville,2,Froid,New York
23,1045,Culture,18,Chaud,Barcelone
25,4264,Culture,27,Chaud,Sydney
63,853,Plage,12,Tempéré,Rome
52,3612,Aventure,22,Chaud,Barcelone
19,2155,Aventure,26,Tempéré,Bali
62,2646,Aventure,14,Chaud,Tokyo
39,4010,Culture,26,Chaud,Bali
60,2462,Aventure,16,Tempéré,Rome
20,4291,Culture,25,Froid,Sydney
19,4238,Ville,19,Froid,Rio de Janeiro
35,1974,Nature,4,Froid,Paris
54,2224,Nature,9,Tempéré,Le Caire
57,2638,Nature,4,Tempéré,Londres
57,1237,Aventure,11,Chaud,New York
57,2388,Ville,7,Tempéré,New York
68,3112,Plage,15,Froid,Londres
57,2921,Culture,10,Froid,Tokyo
36,4011,Aventure,21,Tempéré,Sydney
45,1664,Plage,11,Tempéré,Barcelone
28,1395,Aventure,10,Tempéré,New York
61,4174,Nature,9,Froid,Londres
58,1844,Ville,3,Froid,Tokyo
53,2066,Aventure,25,Tempéré,Rio de Janeiro
66,522,Aventure,24,Chaud,New York
34,2965,Plage,18,Froid,Barcelone
50,3105,Aventure,27,Chaud,Tokyo
68,3631,Culture,16,Tempéré,Tokyo
66,3004,Culture,22,Tempéré,Rome
24,868,Ville,3,Tempéré,Bali
49,4739,Nature,19,Froid,Rio de Janeiro
64,4732,Aventure,20,Froid,Bali
61,1891,Culture,2,Chaud,Le Caire
44,1647,Plage,26,Chaud,New York
48,2122,Aventure,27,Froid,Sydney
45,3899,Culture,23,Chaud,Paris
30,2805,Culture,16,Tempéré,New York
42,2856,Nature,12,Tempéré,Paris
66,1689,Nature,25,Tempéré,Barcelone
21,1189,Nature,16,Tempéré,Le Caire
31,4816,Ville,14,Tempéré,Sydney
33,4239,Culture,20,Froid,Bali
60,3748,Ville,25,Tempéré,Londres
30,2311,Nature,20,Chaud,Le Caire
60,3290,Plage,11,Froid,Rome
38,1210,Culture,22,Tempéré,Barcelone
59,1765,Ville,10,Chaud,Sydney
52,3777,Ville,12,Chaud,Paris
36,1121,Nature,6,Tempéré,Sydney
58,3473,Culture,23,Chaud,Tokyo
26,1193,Ville,8,Tempéré,New York
32,2812,Nature,8,Chaud,Bali
26,4947,Nature,18,Tempéré,Le Caire
48,3309,Nature,27,Froid,New York
33,2612,Culture,19,Tempéré,Barcelone
35,1012,Ville,18,Tempéré,Rio de Janeiro
42,1011,Nature,19,Chaud,Rome
20,2182,Ville,7,Chaud,Rome
35,3282,Culture,5,Froid,Paris
50,4385,Plage,6,Chaud,Barcelone
58,3664,Ville,27,Froid,New York
35,1761,Nature,24,Froid,Londres
19,3878,Aventure,5,Chaud,Bali
37,1837,Plage,7,Tempéré,Tokyo
25,4505,Ville,27,Tempéré,Le Caire
19,2395,Nature,7,Tempéré,Rome
43,4040,Culture,22,Froid,Bali
63,1652,Culture,21,Chaud,New York
46,4647,Aventure,6,Froid,Londres
63,2487,Nature,10,Tempéré,Barcelone
65,4753,Culture,7,Tempéré,Rio de Janeiro
37,3752,Nature,23,Chaud,Sydney
67,4499,Nature,3,Froid,New York
56,993,Ville,19,Tempéré,New York
64,1777,Nature,14,Tempéré,Sydney
32,3613,Nature,27,Chaud,Le Caire
20,3551,Nature,4,Froid,Rome
63,1693,Aventure,7,Chaud,Tokyo
25,667,Aventure,24,Chaud,Rome
34,1105,Ville,22,Tempéré,New York
46,4267,Nature,16,Chaud,Barcelone
25,824,Ville,29,Froid,Paris
24,4920,Culture,24,Tempéré,Londres
44,2296,Nature,6,Chaud,Le Caire
26,2114,Nature,25,Froid,Sydney
59,1837,Culture,26,Tempéré,Le Caire
41,4384,Culture,24,Froid,Bali
45,1809,Aventure,14,Chaud,Le Caire
29,1799,Nature,14,Chaud,Rome
20,4184,Aventure,4,Froid,Bali
55,569,Ville,23,Froid,Bali
22,2088,Nature,24,Froid,Barcelone
22,1499,Culture,21,Chaud,Bali
46,4738,Aventure,16,Chaud,Sydney
27,3600,Culture,13,Chaud,Bali
19,4488,Aventure,21,Froid,Paris
29,2356,Nature,10,Chaud,Barcelone
56,3424,Ville,17,Tempéré,Tokyo
41,856,Culture,10,Chaud,New York
62,3095,Plage,4,Tempéré,Bali
48,914,Plage,17,Tempéré,Rio de Janeiro
68,3338,Nature,11,Tempéré,Paris
26,2796,Culture,29,Chaud,Sydney
46,1782,Nature,2,Tempéré,New York
29,4454,Ville,25,Tempéré,Tokyo
60,2394,Aventure,28,Tempéré,Londres
50,4570,Ville,10,Chaud,Le Caire
38,2183,Culture,19,Tempéré,New York
50,2496,Nature,11,Chaud,Rio de Janeiro
60,4472,Nature,28,Tempéré,Tokyo
55,1862,Culture,27,Froid,Rio de Janeiro
20,2305,Culture,4,Chaud,Tokyo
56,1951,Culture,10,Chaud,Londres
36,2604,Plage,22,Tempéré,Rome
54,1224,Nature,23,Tempéré,Barcelone
57,2253,Aventure,22,Chaud,Londres
23,836,Ville,12,Tempéré,Barcelone
30,2833,Nature,29,Chaud,Londres
63,3996,Nature,8,Froid,Le Caire
20,4639,Nature,28,Chaud,Paris
66,2164,Plage,29,Chaud,New York
55,2553,Nature,21,Chaud,Tokyo
66,1450,Culture,29,Chaud,Rio de Janeiro
18,3659,Nature,20,Chaud,Paris
29,2518,Nature,20,Chaud,New York
46,1502,Nature,6,Froid,Paris
51,3411,Aventure,4,Froid,Rio de Janeiro
58,1890,Aventure,12,Froid,Le Caire
56,1900,Culture,23,Chaud,Barcelone
58,3666,Ville,8,Froid,Le Caire
65,2544,Ville,4,Chaud,Rio de Janeiro
29,2847,Culture,24,Froid,Sydney
18,784,Plage,12,Chaud,Rio de Janeiro
59,2105,Aventure,26,Froid,New York
43,1635,Ville,29,Chaud,Le Caire
19,4200,Culture,5,Tempéré,Le Caire
32,2993,Nature,8,Chaud,Barcelone
65,2379,Plage,20,Tempéré,Barcelone
67,3970,Nature,7,Chaud,Paris
28,975,Aventure,27,Froid,Paris
46,3989,Plage,26,Chaud,Sydney
68,1269,Culture,22,Chaud,Bali
69,4750,Culture,26,Tempéré,Tokyo
30,2007,Aventure,13,Froid,Bali
47,3594,Aventure,21,Tempéré,Le Caire
67,902,Ville,16,Chaud,Sydney
54,1453,Ville,13,Tempéré,Le Caire
62,2059,Nature,24,Chaud,Rio de Janeiro
63,3000,Culture,29,Tempéré,Bali
57,2417,Aventure,23,Chaud,Barcelone
57,1303,Ville,4,Tempéré,Londres
37,4880,Plage,18,Tempéré,Tokyo
21,3453,Culture,26,Chaud,Londres
56,2866,Ville,18,Tempéré,Sydney
69,758,Plage,18,Froid,Paris
21,3483,Culture,13,Tempéré,Sydney
41,1309,Nature,19,Tempéré,Paris
47,1464,Culture,27,Tempéré,Tokyo
23,3583,Plage,15,Tempéré,Bali
69,2291,Plage,27,Chaud,Paris
63,4976,Culture,29,Froid,Sydney
66,4889,Aventure,6,Froid,Barcelone
62,4127,Aventure,27,Chaud,Tokyo
69,3036,Plage,13,Chaud,Tokyo
21,3230,Culture,14,Froid,Londres
66,1696,Nature,29,Froid,Bali
61,3000,Culture,23,Tempéré,Londres
68,4585,Aventure,17,Chaud,Paris
34,3224,Ville,8,Froid,Bali
38,765,Aventure,9,Tempéré,Londres
60,1997,Culture,24,Tempéré,Londres
65,1818,Culture,2,Tempéré,Tokyo
42,4486,Nature,6,Froid,Paris
32,3993,Ville,10,Chaud,Londres
68,3620,Plage,25,Chaud,Paris
26,1799,Nature,26,Froid,Tokyo
54,1678,Nature,9,Tempéré,Paris
42,1918,Culture,15,Chaud,Paris
47,1742,Aventure,4,Chaud,Rio de Janeiro
62,4061,Plage,17,Chaud,Londres
62,4128,Nature,12,Chaud,Rome
67,3268,Culture,20,Froid,Barcelone
20,3181,Culture,8,Froid,Rome
53,3234,Nature,13,Chaud,Barcelone
23,2384,Nature,17,Chaud,Sydney
59,4738,Plage,3,Tempéré,Rome
66,2703,Culture,5,Chaud,Barcelone
29,4441,Ville,11,Chaud,Londres
64,4078,Plage,16,Froid,Bali
21,1761,Aventure,23,Chaud,Tokyo
42,654,Nature,28,Tempéré,Barcelone
62,1632,Nature,9,Chaud,Paris
69,573,Culture,29,Froid,Rio de Janeiro
26,867,Nature,15,Chaud,Londres
23,1653,Aventure,26,Froid,Paris
46,600,Plage,20,Tempéré,Bali
67,4661,Plage,4,Froid,Sydney
54,3357,Ville,29,Chaud,Barcelone
25,821,Culture,15,Froid,Londres
48,1188,Plage,28,Froid,Paris
66,1352,Nature,16,Tempéré,Tokyo
56,3702,Nature,7,Chaud,Sydney
38,4844,Nature,22,Chaud,Londres
35,2256,Culture,27,Froid,New York
35,3060,Ville,12,Tempéré,Le Caire
25,4584,Culture,4,Tempéré,Tokyo
42,1953,Plage,7,Tempéré,Bali
23,4826,Ville,15,Froid,Bali
19,974,Nature,11,Tempéré,Sydney
64,3468,Aventure,13,Froid,Paris
57,2886,Aventure,24,Chaud,Paris
58,1108,Culture,27,Tempéré,New York
50,1043,Plage,11,Tempéré,Le Caire
28,4452,Nature,20,Tempéré,Rio de Janeiro
40,4579,Ville,24,Tempéré,New York
57,4992,Ville,27,Froid,Tokyo
19,4558,Ville,3,Chaud,Barcelone
58,3234,Plage,16,Froid,Rome
49,1977,Nature,5,Tempéré,Bali
55,1895,Ville,18,Chaud,Le Caire
41,4740,Nature,14,Chaud,Rio de Janeiro
63,2287,Ville,3,Chaud,Barcelone
18,2394,Plage,29,Froid,Le Caire
37,977,Aventure,18,Froid,Sydney
19,2087,Ville,16,Chaud,Rome
59,2482,Nature,16,Froid,Tokyo
61,4803,Nature,4,Chaud,Londres
26,3061,Culture,26,Chaud,Sydney
25,618,Aventure,25,Tempéré,Paris
51,3710,Nature,16,Chaud,Tokyo
62,1606,Plage,15,Froid,Rio de Janeiro
51,816,Plage,8,Chaud,Rio de Janeiro
67,4593,Nature,9,Chaud,Tokyo
69,3306,Ville,14,Tempéré,Tokyo
63,2917,Nature,9,Tempéré,Londres
60,4024,Aventure,29,Froid,Londres
21,2381,Culture,12,Froid,Paris
60,3173,Ville,7,Chaud,Rio de Janeiro
24,3778,Ville,10,Froid,Londres
53,4809,Culture,15,Froid,Sydney
43,2857,Aventure,17,Tempéré,Sydney
22,1038,Aventure,8,Froid,Sydney
68,2588,Plage,27,Froid,Londres
45,1354,Culture,24,Froid,Paris
43,2098,Culture,17,Froid,Tokyo
34,1702,Aventure,11,Chaud,Rio de Janeiro
53,698,Culture,12,Chaud,Tokyo
39,3097,Aventure,10,Tempéré,Barcelone
23,3483,Aventure,11,Froid,New York
28,2174,Ville,14,Chaud,Rio de Janeiro
61,4151,Aventure,12,Froid,Rio de Janeiro
23,2036,Culture,29,Froid,Rome
30,633,Aventure,6,Chaud,New York
51,864,Culture,13,Tempéré,Tokyo
39,2844,Culture,21,Tempéré,Bali
21,2271,Nature,6,Tempéré,Bali
66,4139,Nature,22,Froid,New York
49,3932,Plage,11,Froid,Sydney
45,4374,Culture,19,Chaud,Le Caire
47,4556,Ville,18,Froid,Rio de Janeiro
68,3174,Plage,13,Froid,New York
35,652,Plage,20,Froid,Barcelone
59,2253,Culture,14,Froid,Londres
33,2105,Plage,24,Tempéré,Le Caire
41,2198,Aventure,27,Froid,Rome
52,1995,Plage,7,Chaud,Rio de Janeiro
42,3272,Ville,9,Tempéré,Sydney
55,952,Aventure,13,Tempéré,New York
25,4170,Ville,2,Froid,Paris
61,1406,Culture,4,Tempéré,Tokyo
28,4866,Aventure,27,Chaud,Rio de Janeiro
51,2029,Aventure,12,Froid,Barcelone
41,2683,Culture,19,Tempéré,Rio de Janeiro
30,3600,Ville,18,Froid,Sydney
42,3091,Plage,12,Froid,Sydney
23,552,Ville,26,Froid,Rome
29,820,Aventure,29,Tempéré,Rome
19,3073,Plage,2,Froid,Le Caire
55,3180,Plage,11,Tempéré,Londres
31,2214,Nature,7,Chaud,Sydney
28,1583,Ville,17,Froid,Rio de Janeiro
25,1758,Aventure,24,Tempéré,Bali
24,3529,Aventure,20,Chaud,Paris
58,3253,Aventure,5,Froid,Barcelone
51,1191,Aventure,16,Froid,Rome
42,1971,Ville,7,Tempéré,Sydney
24,2050,Ville,17,Chaud,Le Caire
56,1775,Culture,29,Froid,Sydney
42,4430,Plage,20,Tempéré,Londres
18,2750,Plage,3,Chaud,New York
20,2484,Aventure,15,Tempéré,New York
45,884,Ville,5,Tempéré,Paris
64,4238,Ville,8,Froid,Bali
40,1223,Ville,2,Chaud,Rio de Janeiro
53,2508,Ville,24,Froid,Rome
63,1091,Plage,29,Froid,Rio de Janeiro
39,3654,Aventure,24,Tempéré,Barcelone
26,4309,Nature,16,Tempéré,Barcelone
31,2166,Aventure,24,Chaud,Rio de Janeiro
27,3091,Plage,14,Tempéré,Barcelone
27,4748,Culture,10,Tempéré,Sydney
35,1406,Culture,8,Froid,Londres
69,1676,Aventure,7,Froid,Rio de Janeiro
23,1297,Ville,17,Tempéré,Barcelone
30,3870,Plage,2,Tempéré,Londres
26,3960,Culture,16,Froid,New York
52,4629,Aventure,7,Froid,Bali
28,1638,Ville,9,Froid,Rio de Janeiro
30,3509,Aventure,28,Froid,Londres
57,2222,Nature,29,Chaud,Rome
21,2805,Aventure,3,Tempéré,Tokyo
56,3167,Ville,20,Froid,Barcelone
42,1399,Plage,13,Froid,Sydney
21,4932,Nature,14,Froid,Barcelone
55,1844,Culture,11,Tempéré,Paris
33,4961,Ville,16,Froid,Tokyo
50,3300,Plage,22,Froid,Rio de Janeiro
41,1063,Nature,5,Tempéré,Tokyo
32,1489,Nature,3,Chaud,Barcelone
19,1703,Ville,9,Chaud,Londres
59,1058,Culture,10,Tempéré,Rome
22,733,Plage,11,Froid,Rio de Janeiro
26,4019,Aventure,15,Tempéré,New York
49,1240,Aventure,29,Chaud,Paris
28,1638,Nature,25,Tempéré,Tokyo
66,3929,Culture,6,Froid,Le Caire
26,3487,Nature,16,Tempéré,Rome
60,4572,Culture,24,Tempéré,Bali
57,4260,Nature,16,Froid,New York
29,4307,Culture,8,Chaud,Bali
58,1684,Nature,10,Tempéré,Sydney
19,830,Ville,23,Chaud,Rome
63,1500,Ville,22,Froid,Sydney
21,2634,Nature,11,Tempéré,Bali
37,604,Plage,6,Chaud,Rome
21,4499,Ville,5,Tempéré,Paris
53,4878,Plage,21,Froid,Tokyo
30,1317,Ville,6,Tempéré,Paris
25,4332,Culture,21,Tempéré,Sydney
29,2887,Plage,10,Chaud,Rio de Janeiro
52,4269,Culture,10,Chaud,Sydney
20,979,Nature,2,Chaud,Paris
47,1077,Plage,22,Tempéré,Londres
49,4688,Ville,5,Froid,Le Caire
51,2744,Culture,6,Chaud,Sydney
61,4747,Plage,25,Froid,Tokyo
58,2723,Nature,15,Froid,Bali
